solvent,solute,temp_K,avg_MBAR_kcal_per_mol,std_dev_MBAR_kcal_per_mol
waterTIP4P,Rn,275,0.597203931481529,0.08900858126097
waterTIP4P,Rn,295,0.949242016432879,0.053538039498826
waterTIP4P,Rn,315,1.29283048457841,0.03795817460827
waterTIP4P,Rn,335,1.59474906597012,0.03650156586246
waterTIP4P,Rn,355,1.78960917395929,0.024626178470799
waterTIP4P,Rn,375,1.92421481465356,0.022788272316452
