solvent,solute,temp_K,avg_MBAR_kcal_per_mol,std_dev_MBAR_kcal_per_mol
waterTIP4P,Ne,275,2.60315616715157,0.009934025682079
waterTIP4P,Ne,295,2.82186125250388,0.006629968070958
waterTIP4P,Ne,315,2.97194708230473,0.006185413452033
waterTIP4P,Ne,335,3.11377406048361,0.005269080263041
waterTIP4P,Ne,355,3.20445433960529,0.004065786488729
waterTIP4P,Ne,375,3.23564021760063,0.004278741184022
