temp_K                         temp_std_K                     P_bar                          P_std_bar                      No_mol                         No_mol_std                     Rho_kg_per_m_cubed             Rho_std_kg_per_m_cubed         V_ang_cubed                    V_std_ang_cubed                L_m_if_cubed                   L_std_m_if_cubed               Hv_kJ_per_mol                  Hv_std_kJ_per_mol              Z                              Z_std                          
300.0                          nan                            0.3546264912                   nan                            51.0383275                     nan                            1.2495197020000002             nan                            5844691.859999999              nan                            180.13048008487846             nan                            28.74976104                    nan                            0.9810181824                   nan                             
325.0                          nan                            0.833372941                    nan                            37.73995086                    nan                            2.756466198                    nan                            1958959.46                     nan                            125.12434474605814             nan                            27.44446576                    nan                            0.9650510233999998             nan                             
475.0                          nan                            21.89787428                    nan                            42.14894812                    nan                            74.93460646                    nan                            79345.13022                    nan                            42.970798673940905             nan                            14.5538357                     nan                            0.6595983489999999             nan                             
425.0                          nan                            9.655103966                    nan                            41.3617427                     nan                            29.39154448                    nan                            200933.082                     nan                            58.571158641853934             nan                            20.522324540000003             nan                            0.8083275538000001             nan                             
450.0                          nan                            14.97498124                    nan                            41.09215198                    nan                            47.63015544                    nan                            122681.6626                    nan                            49.68895740914561              nan                            17.921689319999995             nan                            0.7375725613999999             nan                             
350.0                          nan                            1.82199915                     nan                            34.80168658                    nan                            5.7529203760000005             nan                            865384.3998                    nan                            95.29490628927196              nan                            26.05694236                    nan                            0.9399073164                   nan                             
375.0                          nan                            3.387625162                    nan                            37.30423238                    nan                            10.351356444                   nan                            515366.0568                    nan                            80.17493266157025              nan                            24.46820186                    nan                            0.9081019158                   nan                             
400.0                          nan                            5.899644717999999              nan                            34.70345798                    nan                            17.805743040000003             nan                            278524.8422                    nan                            65.3062348265417               nan                            22.62999488                    nan                            0.863751795                    nan                             
